"","klasifikasi","score","text"
"1165","Positif",1," bagus"
"1166","Positif",1,"tokoa keren pertahankan bosqu"
"1167","Netral",0,"  ritas   "
"1168","Netral",0,"gila gilaskrng biaya cod nya udh  ajhmrbbgi sy  gede krn sy bkn orng kyaongkir kena   ts blanja rb dlwkt bln  blnja rb skrng rb"
"1169","Netral",0,"tis and simple"
"1170","Netral",0,"ok"
"1171","Netral",0,"tamabha kesinih tamabah lelet aasi "
"1172","Negatif",-2," kemarin gak  lihat ulasan gangguan rumah mulu gak "
"1173","Netral",0,"omg"
"1174","Negatif",-1,"  menginstal tuh"
"1175","Netral",0,""
"1176","Netral",0," gak  daftar aasi kon tol"
"1177","Netral",0,"mantananganan admin nya"
"1178","Netral",0," yg lbh mahal dri tmlanja online yg lainya"
"1179","Positif",1,"mantap"
"1180","Negatif",-1,"gila  transaksi saldo gotiba hilang cok deh"
"1181","Netral",0,"  down mulu bang"
"1182","Netral",0," membantu "
"1183","Netral",0,"tokoa ok"
"1184","Netral",0,"sistem osinya menjebak"
"1185","Positif",1,"tokoa  mantap"
"1186","Negatif",-1,"  bilang terimakasih ajasudah  membantu   belanja  santai  u repot ya  tokopedia"
"1187","Netral",0,"   semangat  tugas "
"1188","Positif",1,"harga ongkir   masuk akal masak berat uk  gram ongkir nya samrb    jawasumatera itujuga   h exsi  biaya admin ditambah ongkir   digabung  chasback  blunder  tokped"
"1189","Positif",1,"senang aja belanja mudah  kendala  gan"
"1190","Positif",6,"maaf bintang sy turunkan krn skrg klo h  tdk dashback ataudiskon   si memilih   cashback   mendaftar jd  mesti membayar   sy sdh membayar   tambahan lg sy order  brg d temyg berbed   notif klo sy diberhentikan dr  pdhl tdk  ag disangkakan hadeh bintang sy turunkan dl samerselesaikan msalah ni"
"1191","Netral",0,"promo gak  digabungin"
"1192","Positif",1,"menyenangkan  tis   kemudahan ayaran"
"1193","Positif",1," ikutan aja kasih rating biar rame"
"1194","Netral",0,"seharian  gk  buka tokhal jg  diue koneksi timeout tka yg  lancar      nan jd gk  buka h"
"1195","Netral",0,"kenakarang tokgak  kirim poto  video ulasan  kesana  kesini"
"1196","Positif",1,"bagus tokoa h tanggung  dgn eli  nggan shog nya"
"1197","Netral",0," memuaskan  damemudah   belanja online"
"1198","Netral",0,"cmeweww knya"
"1199","Netral",0,"sayang banget nih tokoa gak  login via whatsana nomor hdah hilang   verifikasi kode  ganti nomor ribet "
"1200","Netral",0,"ok"
"1201","Netral",0,"terimakasih tokoa"
"1202","Netral",0," membantu berbelanja  mudah"
"1203","Netral",0,"terimakasih  yanan  "
"1204","Netral",0,"toktidak membantu klaim barang hilang  uk   hilang"
"1205","Positif",1,"good job"
"1206","Netral",0,"ok"
"1207","Netral",0,"pantesan kalah saing  shoppe"
"1208","Netral",0,"mantapss"
"1209","Netral",0,"tokmantul diskonnya"
"1210","Positif",1,"gak  login  menerima sms verifikasi"
"1211","Netral",0,"   download"
"1212","Positif",1,"kenaekarang gratis ongkir  cashback   "
"1213","Netral",0,"gratis ongkir  voucher ga    bersamaan"
"1214","Netral",0,"kebijakannya  ga bikin  ngganudah  biaya trx langganan  hilang  dgn alasan   resale diluar kaian adihadehhhh"
"1215","Netral",0,"ongkir wilayah a mahal   mahal dri i toko oren sm biru"
"1216","Positif",1,"pindah  toko oren soe toksemoga toktaniaya yanan sei toko oren  transaksi  toko oren kena biaya nganan  bayar  saldo  paylater "
"1217","Netral",0,"oce deh"
"1218","Netral",0," sangatttt"
"1219","Positif",2,"toko online teraya terbaik ternyaman  aman the best k nya "
"1220","Positif",1,"bagus"
"1221","Netral",0,"ok"
"1222","Netral",0,"fast track"
"1223","Positif",1,"mantap"
"1224","Positif",1,"mantap"
"1225","Positif",1,"keren"
"1226","Netral",0,"wewcicil a x lgsg skses"
"1227","Netral",0,""
"1228","Positif",1,"o diskon  gratis ongkir   kalah  oren"
"1229","Negatif",-3,"flashsale nya ti  link   barang nya udh habis permainan orang   mending ga u d  flashsale  real  dahikmahnya doang"
"1230","Netral",0,"samkrg  dadiaya"
"1231","Negatif",-1," amakali i ani  davoucher ngan dii gabisa hadehhh kalo gamau rugi  ni"
"1232","Positif",1,"mantap"
"1233","Netral",0,"cashback   i taidak dacasbacknya mending ah toko oren"
"1234","Netral",0,"langganan  iriman instannya    arian driver samiriman  sam jam  jarak    km   ritaskan    "
"1235","Positif",1,"good"
"1236","Positif",1,"minimal order rb  mendaan gratis ongkir berat berat ditambahan  voucher cashback  gratis ongkir gabisa  gabung  biaya jasa aasi udah  tokoa cocoknya   fanatik suka tokoa  rela bayar kebijakan kebijakan lucunya    shoeeeee"
"1237","Netral",0,"wokehh"
"1238","Netral",0,"  krn cod  slogan doang"
"1239","Positif",1,"bagus"
"1240","Negatif",-3,"sehabis  ue  nge klik ulasan dll mesti download  download   es  coba ulang tetaa ga   aasi    berat  "
"1241","Positif",1,"      rekomend  toko ijo   dimana voucher cash back  voucher free ongkir    i bersamaan     diaiki maaf    berng  mu"
"1242","Netral",0,"jajan"
"1243","Positif",1,"   aja nyaman kemarin belanja  tokoa    susah  o yg  misah misah  kalo belanja  o gogk   gabung  metode ayaran  kalo  kenaih tokente udah  bagus  merusak   siaih yg  rule bikin ribet gini t aja wainya  direkturnya  kalo bego gini kenyamanan keamanan ndasmu "
"1244","Positif",1,"good res"
"1245","Netral",0,""
"1246","Positif",1,"mantap"
"1247","Positif",3,"tolong kasih menu laian jasa kurirnyasaya  kasih minus seh bintang"
"1248","Negatif",-3,"tokoa isinya kebanyakan seller abalnakal hararhatihati  teliti berbelanja  tokoa   seller jual uk liquid bercukai   komn tai bela sm team resolusi tokoa   yg salah seller nya karna jual uk kadaluarsa"
"1249","Negatif",-1,"terimakasih  tokoalantaran jualan via tokoa   bikin kontrakan  ualhamdulillah ya allah"
"1250","Netral",0,"blm    kredit bntuanya  admin"
"1251","Netral",0,"sim"
"1252","Negatif",-2,"kecewa   tokyang  haln   k vouker gratis ongkir  castback  bersamaan taekarang ga  mengecewakan"
"1253","Negatif",-2,"kenaalau i siceharga total barang berbeda  aasi ya   x i siceselisih n   dlu nda gtu   aasi   tnya  mohon diaiki  sistemnya"
"1254","Netral",0,"ude"
"1255","Negatif",-1," kecewa  to pelayanannya buruk ekssinya buruk  buruk   menyelesaikan  lemot barang   terima samsaat    kabar barang  hilang uang  dikembalikan tobilang k wahana  bertanggungjawab totidak  bertanggungjawab  maunya aih   baca  ulasan  toga   bagus    to"
"1256","Netral",0,"tokoa aneh  beli traktiran     ru  dibatalkan  sistem    jelasunistal aja "
"1257","Negatif",-1,"pelit"
"1258","Positif",1,"bagus"
"1259","Netral",0," t        t gak gerakiriman jne regulersaya  bayar cashbarang gak tau   manaini barang   jt lohsangat mengecawakan k ekssi  tokini"
"1260","Negatif",-1," cari barang  mudah"
"1261","Netral",0,"goater  acc limit tersedia tinjd ngga  diingga  solusi  jalan keluarnya"
"1262","Negatif",-1,"klaim barang rusak   setujui  kabelanja  tokoa  udah kirim foto  video  email   tuju  tetaidak  setujui  kapokkapokbelanja  tokped "
"1263","Positif",1,"mudah  aman"
"1264","Netral",0,"ngeselinknk  i go bersamaan dg onyesel sy i "
"1265","Netral",0," kesini  kesono gak    bareng vocer"
"1266","Netral",0,"belanja  hemat"
"1267","Positif",1,"barang gak sesuai  tamn  aasi"
"1268","Negatif",-1,"barang  minggu gak samumah  kurir salah kirim taenaonsumen yg  nanggung  tunggu kenaang nya  dikembalikan kecewa berat  yanan tojauh beda  yanan sopi"
"1269","Netral",0,"bismillah"
"1270","Netral",0,"memuaskan makasih tokoa"
"1271","Positif",1,"mantap"
"1272","Positif",1,"tokoa h o nggak dikurangi taggak  gratis ongkir mengunakan o  aja "
"1273","Positif",1,"keren later nya thank u tp"
"1274","Netral",0,"kenaak  ud gambar diruang chat"
"1275","Netral",0,""
"1276","Netral",0,"oke"
"1277","Positif",1,"udah make tobertahuntahun  uk  negeri trena kebijakan voucher terbaru  siaerh  to"
"1278","Positif",4,"halo kk     coba beli  ani takayaknya kualitas barang nya  bagus   langsung kasih  bintang   makasih "
"1279","Positif",2,"aelanja online ringan yg  diandalkan  bayar kebutuhan sehari "
"1280","Netral",0," membantu"
"1281","Netral",0,"biar rajin belanja cash back gonya digedeintrs"
"1282","Netral",0,"goooooooodd bangeuuut"
"1283","Netral",0,"    semoga membntu"
"1284","Positif",1,"mantap"
"1285","Positif",1,"good onlineshop"
"1286","Positif",2," toko pedia tolong kasih penalti  toko  bikin berat barang  sesuai  deskriberat   kg trangnya diser tolong    driver aring daberat barang  sesuai"
"1287","Netral",0," gak   voucer   h gratis ongkir  voucher ngan gk efektif kecewa  yg  langganan "
"1288","Positif",1,"aasi   membantu  seller taangat disayangkan  kekurangannya utk meng ud foto  setiaoduct max   foto beda dgn orange  sammax    max  infoelasan uct  calon buyer   lg kwalitas  exsi     tdk smakin bagus   buruk  tdk esional"
"1289","Negatif",-1," voucher cashback  voucher ongkir    yuk  ah  online shoin biar goto bangkrut  "
"1290","Netral",0," o ongkir  cashback"
"1291","Negatif",-1,"tokoa  keren cees nya ga  ribet"
"1292","Netral",0,"payah t"
"1293","Netral",0,""
"1294","Netral",0,"jozz"
"1295","Netral",0,"tolong  aikannya     ngirim foto  ulasan gak  "
"1296","Netral",0," membantu"
"1297","Positif",3,"  ama kali dwonload nnti   kasih bintang  nya  aasi bagus  makasih "
"1298","Positif",1,"seneng banget belanja gam"
"1299","Positif",1,"trima kasih semoga jam tanganya awet"
"1300","Negatif",-1," ue kenauka hadiahchat    download file  ujungnya gagal yahaduhhhh  make tokotuh   tokadatolong diaiki dunk"
"1301","Netral",0,"bye bye tokbelanja  kalimantan voucher tongkir   belanja syulit ah  mbelah dah"
"1302","Negatif",-1," bug verifikasi  daduit darj batalin t"
"1303","Netral",0,"belanja  tokoa dijamin gak nyesel"
"1304","Netral",0,"  jarang belanja  tokkarena    gratis ongkirobiaya nya mahalsetelah sekian  berlangganan samadi inummungkin tokjd han terakhirskrg   belanja  shokrn ongkirnya ringanbye tokped"
"1305","Netral",0,"  aasi "
"1306","Positif",1,"mantap"
"1307","Negatif",-1,"jelek"
"1308","Netral",0,"membantu"
"1309","Netral",0," ceesnya"
"1310","Netral",0,"tolong  es investigasi barang hilang     kecewa kurir mengantar  temyg salah   bertanggung    status elian  aaai selesai    menerima barang     butuh urgent masker  kebutuhan i  temumum  berujung  beli  minimarket    minggu   ad ress  tokoa"
"1311","Netral",0,"kecewa cashback  gratis ongkirnya  milih gk  digabung"
"1312","Netral",0,"vocher diskon    o    gak      daftar"
"1313","Positif",2,"terima kasih"
"1314","Netral",0,"ok"
"1315","Positif",1,"aasi nya bagus   memuaskan terimakasih tokoa"
"1316","Negatif",-1," turun doooonk ratingnya ongkir yg ga  deskribarang  gram  ing  tembus kisaran k jakarta sidoarjo cashback hilang    da bertahun make tokped"
"1317","Netral",0,"simedbd"
"1318","Netral",0,""
"1319","Negatif",-1,"parah h h gak  solusi aelek error gak  aikan sambener da nih app"
"1320","Negatif",-1,"mata bangeettt"
"1321","Positif",1,"gratis ongkirnya sulit  daan"
"1322","Netral",0,"cukungesankan"
"1323","Positif",1,"bagus"
"1324","Netral",0,"aasi   membantu  mudah  berbelanja"
"1325","Positif",1,"gratis ongkir  cashback     bersamaan semoga  enahan  memudah belanja"
"1326","Negatif",-1,"sy una  trs  mnggunakn o tlu gagal s o tagihan dn to"
"1327","Positif",1,"lumayan oye"
"1328","Positif",1,"good"
"1329","Netral",0,"kunya    gabung  gratis ongkir  cashbak   januari nyoba donlod  buka tokoa   casbak nya     toko ofisialstor  ha ha ha ha  ya    haapk    sungan kalo        o    uninstal"
"1330","Netral",0,"nice"
"1331","Netral",0,"oke gan"
"1332","Negatif",-2," turunin  bintangnya ya kecewa  yan cs nya"
"1333","Positif",4,"pencarian nggak kayak    ngaco arian nggak akurat aturan   gratis ongkir masuk  voucher  nggak  i voucher cashback  diskon  h  bebas ongkir sebebasnya   namanya nggak bebas"
"1334","Positif",1,"bagus"
"1335","Netral",0,"mudah  terya"
"1336","Positif",1,"kog   bebas ongkir lagii "
"1337","Netral",0,"guys   pake apk tokopediaa fitur  orang kantor nya kacauu kerjanya  lambatsaya jualan ditopedia barang  diterima pembelitapi dana saldo nya udh seminggu  ga cair"
"1338","Positif",1,"mantap"
"1339","Negatif",-1," membatu "
"1340","Positif",1,"tdk bs  gratis ongkir  o scr bersamaan jd o toko  o event dirasa jd ga efektif  krn hrs memilih salah   gratis ongkir  o  jd mengurangi elian online kl  hrg murah trak  ongkirnya mahal"
"1341","Netral",0,"yuk normal  yuk tingkatkan ualan seller yaa"
"1342","Positif",1,"orang niat dagang benerbener   moderasi gajelas nih ecommerce sum   sumgak ngerti gw tujuannya aadahal gada tindakan scra   loh aneh   kena moderasi  banget selesai bikin  senang gitu    dagang  udah foto udah bikin video semalaman ngud uk   moderasi sakit hati  sumbisabisanya  gituin tolong   kali  ngatan   kontak si sellernya  worst ecommerce ever"
"1343","Negatif",-1,"kebijakan yg terkesan gegabah  k tokoa bebas ongkir   minimal belanja  ribu   digabungkan  voucher cashback atauvoucher ngan harga  ditambah   biaya aasi  era a emi sei  mayoritas orang cenderung  berhemat    wajar  kebijakan sei  terkesan gegabah   adi    bertahaulai   belanja beberaarang ing   cukubulan  "
"1344","Positif",1,"puas   tokoa belanja murah  o menarikdan es cedan mudah acc   knya tokoa  membantu    besssssssst"
"1345","Positif",3,"  bagus  miriya aasi  orange berlogo s  ah gak   bagus banget dacashback diluar  bebas ongkir aangan   tokoa  bangkrut    memaya sahaan kembalikan kebijakan  kemarin h  "
"1346","Netral",0,"belanja murah"
"1347","Negatif",-2,"aplikasi lemot  bergunaternyata gini ya apps buatan anak lokal"
"1348","Netral",0,"  pegguna  taelum a  dikecewakan tokoapertama   order nol ru taenaibatalkankeduasaya belanja  tgl  yg   dachasback     ribu coin gotaetelah pesanan selesai coin gakmasukmana ongkir nya mahal  gimana  langganan tokoa kasayainget   lazada yg gratis ongkir nya nyata  gang yg belanja   onlinedan sdh  pelanggan lazada   "
"1349","Negatif",-1," memudah belanja  rumah"
"1350","Netral",0,"  belanja  tokovedia"
"1351","Negatif",-1,"semoga  berlangganan teruss "
"1352","Netral",0,"ok"
"1353","Positif",3,"gratis ongkir   syaratnya elian minimal  i ayaran    kenaak murni gratis ongkir  taustahil sih"
"1354","Negatif",-1,"voucher  cashback   dii tokoa  sei bukalakan jatuh"
"1355","Positif",1,"mantul"
"1356","Netral",0,"lokal"
"1357","Netral",0,"ayaran  errorlama loadingnya sekalinya "
"1358","Positif",2,"barang bagus harga   mahal taualitas nya bagus "
"1359","Positif",1,"  kasi bintang  karna emang bagus banget tokoa trg berubah  kesini  menjengkelkan transaksi   dibatalin   kn  merugikan  voucherx   dii bersamaan beda dg tokyg  mending haajaa aasi  dregini"
"1360","Positif",1,"mantap"
"1361","Positif",1,"good"
"1362","Positif",2,"kebijakan    aharui toksaat    membebankan penjual  ngan biaya       buyerdibebankan biaya admin  voucher     ganda "
"1363","Positif",3,"alhamdulillah  udah angkat kaki  tokopedia terimakasih kasih udah bantu      terimakasih   mengajarkan  angkat kaki  tokopedia semoga   cepet nyusul pindah    hati amin ya robbal alamin"
"1364","Netral",0,"aasinya  beratt lemottt"
"1365","Netral",0,"toko a mudah  belanja"
"1366","Netral",0,"beralih  tetangga sebelah semoga  gratis ongkir"
"1367","Positif",1,"jujur   aasi terbaik yg ah gua i   tamn  aasinya terbilang ribet   menu yg gak ing banget ding  branda  aasinya dibuka  ngelag  crush  bug mohon  dev tokoa aasi tolong dikurangi menu dibranda yg gak ing banget tujuan   belanja  et menu yg   tolong kurangi  ambil t ingnya aja sei lazada yg  ringan   lag  dii"
"1368","Positif",1,"tokoa ok  gratis ongkirnya  murah"
"1369","Positif",1,"mantap"
"1370","Netral",0,"mantaguz"
"1371","Positif",1,"abelanja yg ng amanresif gercenurut  sellernya bertanggung jawabada feed back   kendala  sei asbelah yg sellernya ska bermaslahitem barang  dikirim  sesuaikurang"
"1372","Netral",0,"sho sho"
"1373","Netral",0,"mntaapp"
"1374","Positif",1,"yanan belanja online terbaik"
"1375","Positif",2,"  menarik uang  transaksi  dibatalkan  dibawah angka   woii jan bikin  stress"
"1376","Positif",1," ngelag  jaringan bagus"
"1377","Netral",0,"lancar"
"1378","Positif",1,"bagus"
"1379","Positif",2," kasih bintang   gak   gratis ongkirvoucher  bersukurlah tolol"
"1380","Positif",1,"tokoa tolong  bank bca digital blu by bca  terdeteksi  han  bank     memudahkan metode ayaran "
"1381","Positif",1,"bebas ongkir  gak  digabung voucher diskon payah"
"1382","Netral",0,"aduh min gimana si inisaya udh beli  bayar    jugataalah  batalkan  sistemgimana inijadi hilang promo  sayakenaengan tokkecewa "
"1383","Netral",0,"nyoba "
"1384","Negatif",-2,"ribet  aturan casbeknya ga   i"
"1385","Negatif",-1,"parah voucher    digabungkan"
"1386","Positif",2," nanya    oke   biar bintang aja sih  kasih tau kean  "
"1387","Positif",2," ue skr aasinya  stuck tolong   bebas ongkir  cashback dikembalikan sei kebijakan sebelumnyatrims"
"1388","Positif",1,"cashback  gratis ongkir gak  digabungin  h salahsatu pilih gratis ongkir aashback ya h ah markete  sho terimakasih tokoa    bersamamu gudbayyyy"
"1389","Positif",2,"mohon  dihabiaya transaksi  gabungan voucher gratis ongkir  cashback  ngan dikembalikan "
"1390","Netral",0,"bagusmudah  mengerti   mi"
"1391","Positif",1,"seru banget  disinkron sm gojek  goater  taame hasil koin nya dikit bgt  kenaengguna android   dlm menemukan uk"
"1392","Positif",1,"mantab"
"1393","Positif",1,"keren knya mah"
"1394","Netral",0,""
"1395","Negatif",-1,"aasinya  ngelag udah  u    gak karuan"
"1396","Positif",1,"onya setiari   bebas ongkir sipp"
"1397","Negatif",-2,"aneh ual yg salah kirim  sesuai deskribarang dikembalikan eli rugi ongkos kirim teknik saran aasi mengganggu   install harga murah sdh diinstall harga    dikerjai  tetangecewakan sdh ah order barang harga jutaan  stok sdh habis  teta osikan   order     saran beli barang yg  ragukan kwalitasnya krn sdh ah i uk yg  menyebalkan"
"1398","Netral",0,"mantarimakasih"
"1399","Netral",0,"kenaidak   instal"
"1400","Negatif",-2,"gak  cod  belanja  bingung karna gak  atm mending belanja  toko sebelalah gak ribet  cod"
"1401","Netral",0,"voucher cashback gak   i bersaaan free ongkir"
"1402","Positif",1,"bye bgt cashback gabisa  kalo  free ong good bye tokped"
"1403","Positif",1,"mantul"
"1404","Negatif",-1,"jelek"
"1405","Negatif",-1,"lbh mudah belanja tingal klik dr rmh g ush rekluar  harga nya lbh murah murahmksh"
"1406","Positif",1,"bagus"
"1407","Negatif",-1,"buruk order bener  dibatalin sistem  taii bener toklo g  ngasih o bilang aja mna duit   taii bangke lo"
"1408","Positif",1,"iriman  gratis ongkir nya anteraja     biaya yg      sicemohon sicedikembalikan  voucher ongkir  cashback     i kecewa h"
"1409","Netral",0,"ok "
"1410","Netral",0,"  mengikuti"
"1411","Netral",0,"aasi abal dibela belain toovo  belanja tllernya gak   respon"
"1412","Positif",1,"good"
"1413","Positif",1,"tokoa emang mantap"
"1414","Negatif",-1," liat barang  favorit scrolklik barang  klik back     cascrol ulang terusterusan"
"1415","Netral",0,"pembohongan"
"1416","Netral",0,""
"1417","Netral",0,"gak   berbelanja "
"1418","Positif",1," memudahkan konsumenjoss"
"1419","Netral",0,"gacoooorrr"
"1420","Netral",0,"nice tokped"
"1421","Positif",1,"reques   terhubung  aasi dana bang"
"1422","Netral",0,"   "
"1423","Negatif",-1,"voucher ga  digabung h"
"1424","Positif",1,"form belanja online favorit   beragam o  memanjakan eli"
"1425","Netral",0,"top"
"1426","Netral",0,"cashback   cair mending pakai shopee aja "
"1427","Negatif",-1," berat aasinya"
"1428","Netral",0,"simdan  onya"
"1429","Netral",0,"teraya"
"1430","Netral",0,"tolong  vouchernya freeongk  dii  bersamaan"
"1431","Netral",0,"makasih tokoa  fanssmu"
"1432","Negatif",-1," h tokoa karna ga t skrg tnya kebangetan"
"1433","Netral",0,"oke deh"
"1434","Netral",0," tau mengaering   aasi  menanggapi"
"1435","Positif",2," iriman    samaling lambat  harisekarang i kurir rekomendasi melebihi estimasiestimasi barang  tanggal tanggal  aja  samisisi  beli barang  shoi kurir hematiriman   jakarta   samokoa   menyenangkan ditambah  checkout  beli langsung   keranjangkurirnya bedajadi total harganya bedabeberaransaksi  batalkan karna "
"1436","Netral",0,"hmmm  mantatuk beli barang online"
"1437","Positif",1,"kasih  "
"1438","Positif",1,"bagus"
"1439","Negatif",-2,"kenaekarang ongkirnya  mahal dr oko sebelah ya  emang  teliti  co"
"1440","Negatif",-1,"kenaemakin mengecewakanongkir  mahal  ga bsa  cashbacksklian ongkir lg"
"1441","Positif",2,"  menyesal downlod       gratis ongkir  kasih bintang "
"1442","Positif",1,"good"
"1443","Positif",1,"mantap"
"1444","Negatif",-3,"ga  double vouchermelanggar ketentuan bau melanggar"
"1445","Negatif",-1,"tokoa h  gk   voucher cuakskualitasfitur menurun"
"1446","Netral",0,"  lacak t"
"1447","Netral",0,"if you make the correct acation  it wont work"
"1448","Positif",1,"mantap"
"1449","Netral",0,"   ue  kaas     hlemot kadang  memilih uninstall aasi   berat"
"1450","Netral",0,"alur komn ribet    yg    barang  samtoksudah  ulasan uk sungguh aneh"
"1451","Netral",0,"mudah bngt"
"1452","Positif",1,"kasi bintang   semoga faham"
"1453","Netral",0,"tolong  tukar  hsa   ajajangan  dikota doang "
"1454","Netral",0,"terimakasih tokoa  mudah   transaksi elanjaan"
"1455","Positif",1,"bagus"
"1456","Netral",0,"ecommerce karya anak bangsa t  aiasi"
"1457","Positif",1,"tukar   indomaret lokasi    banget"
"1458","Netral",0,"the best  tokoa "
"1459","Positif",1,"semenjak voucher gak  digabung dgn gratis ongkir  males blnja  toped"
"1460","Netral",0,"ok"
"1461","Negatif",-2,"belanja  rugi  nggak ah dakoin alasan nggaran   nggak "
"1462","Negatif",-1,"gk  login  verivikasi nomer hlikasi mental  udah dicoba berulang kali setiarivikasi i mental  h nih aasi"
"1463","Positif",2,"kasih  star biar keliatan liciknya aarya anak bangsa dikasih gratis ongkir    tai batalin otomatis  k tokontola otomatis ngk  lgi gratis ongkir   walah walah nyesal daftarnya  kom ngk   aya oalah kontl otw  ahoaja dah"
"1464","Positif",2," tokoa  gratis ongkir harga barang k   dacashback  gk    voucher bersamaan gratis ongkir  cashback  biaya aasi  k mengecewakan "
"1465","Negatif",-1,"ya tau   nya"
"1466","Netral",0,"lemah"
"1467","Negatif",-1,"jelek  not rekomended"
"1468","Negatif",-1,"tokmakin sampah dah kaya sho   biaya ongkir mahal bgt voucer ga berguna mending beralih  lazada"
"1469","Netral",0,"anline yg ng lancar"
"1470","Positif",1,"bagas banget"
"1471","Netral",0,"  oknum  saingan tokoa  memulit nasabahkonsumen   member go   ulit    akun    ude  go hatihatilah tokoa"
"1472","Positif",1,"keren"
"1473","Netral",0,"toko ijo d the best kee"
"1474","Negatif",-1," gk masuk akal ajah   aain   gbungin ongkir  cashback nya  skrng gk kya dlu  skrang hrus h salah  vocer yg    kbijkn  ani kbijkn yg   ter  olshoa mkin kacau ajah tokah  gw dri tokkbnykn endore artis mknya skrng ongkir  cashback gk   gbungin  "
"1475","Netral",0,"voucher  bebas ongkirnya   yg kecewa nihhhh pindah kemana  nie"
"1476","Netral",0,"nice"
"1477","Netral",0,"mantako a   bayar cicilan"
"1478","Positif",1,"good"
"1479","Netral",0,"kecewa cashback  diskon    bersamaan  gratis ongkir"
"1480","Positif",3," kecewa banget  tokoa  yanan  driver gojek yg mengantarkan nan barang    ongkir tambahan    mengantarkan barang nya  sesuai titik maan   alamat   tulis diinvoice   driver bilang kalo   kasih biaya tambahan barang nan   diturunkan dijalananan sikaa   tokoamengecewakan "
"1481","Netral",0," coba"
"1482","Positif",1,"akasi a inikok bagus "
"1483","Netral",0,"praktis   ue"
"1484","Netral",0," membantu"
"1485","Negatif",-1,"  i cobacoba ajahdan semoga  mengecewakan"
"1486","Negatif",-1," toko toko didalamnya ga  bagus   tanggung   costumer nya  karna nan    beberaari  tanggal estimasinya  k toko  notif  costumer  alasan jne    k costumer uda ajukan kom"
"1487","Negatif",-1,"penyedia jasa iriman ngk recomen bangetdri sanan smngiriman lambat"
"1488","Netral",0," membantu"
"1489","Netral",0,"krg suka   tambahan biaya aasi   ue terusyrus  rutin ute tialan nambahi beban h"
"1490","Negatif",-5,"gilaaaa  barang nyamarna  komn dlu   estimasi barang  yg jelek sebulan hamsemua orderan komn mulu jelek bgt tountuk   aasi   buruk karna tanau aakun  ga  denefit o   kaian wajar beli   tari k tokmencatat    yg melanggar ketentuan   solusi  k toknya "
"1491","Netral",0," terhubung"
"1492","Netral",0," belaja   teraya"
"1493","Positif",1,"sayang cod nya dibatasi"
"1494","Positif",1," o nya  banget   orenn looanget ama "
"1495","Negatif",-1,"aasinya   buruk sy  tokped tahunan   belanja on line  usaha jualan semenjak update teruskinerjakualitas  promocashback  cod jd gak karuan  gak   kean pelanggan  prioritas sy pemakai hp oppo af ue terbaru   terinstal  gmn cs  skarang pembayaran cod jarang  giliran  promo diskon ongkirsdgkan  iklan posting penjual bebas ongkir  ga   pake bersamaan bebas ongkir  cod payah"
"1496","Netral",0,"jos"
"1497","Positif",1,"mantap"
"1498","Netral",0,"esnya gam  ceerimakasih tokoa"
"1499","Positif",1,"mantap"
"1500","Netral",0,""
"1501","Positif",1,"keren"
"1502","Netral",0,"mudah aasinya"
"1503","Netral",0,"oke  membantu"
"1504","Negatif",-1," mengecewakan"
"1505","Negatif",-1,"tolong  nominal cod nya  tulis dilembar resi jugajadi t    bingung buka aasi beraang   bayar"
"1506","Positif",2," aman  nyaman"
"1507","Positif",1,"keren"
"1508","Positif",1,"bagus"
"1509","Netral",0,"kecewa  kebijakan   ngga   voucher gratis ongkir  voucer "
"1510","Netral",0,"ok"
"1511","Netral",0,"mantas"
"1512","Negatif",-1,"bebas ongkir  cashback  bs dii  bersamaan   slh  nilai  dibanding brand sebelah loh "
"1513","Positif",2,"bebas ongkir omongkosong  tbhan biaya transaksi hadehh  mahall"
"1514","Netral",0,""
"1515","Netral",0,"ayaran mudah  teraya"
"1516","Positif",2,"tokoa ongkir ya mahal banget  k bebas ongkir gak bayar taekarang bayar x limeskisudah k bebas ongkir uninstal tokoa"
"1517","Netral",0,"aasi  esional   bermutumerugikan sayaterlebih elian terakhit hcara tukartambahpayah"
"1518","Negatif",-1,"sampah"
"1519","Netral",0,"mantaapp"
"1520","Negatif",-1,"ko ga   buka tokoanya"
"1521","Netral",0,"ulasan   hilang walaudihatetaya     kecewa fitur  mengakibatkan voucher   teri  beralih  aebelah bye tok"
"1522","Positif",1,"transaksi cepat"
"1523","Positif",1,"erorr   masuk akun "
"1524","Positif",2,"  cod  ku kasih bintang "
"1525","Netral",0,"ok"
"1526","Negatif",-1,"maaf utk iriman barangnya  lambat jarak  maujauh samya tetahari ga sesuai namanya sice  males  belanja   lbh   sebelah aja barang samlbh cewalaugratis ongkir"
"1527","Netral",0,"server  down"
"1528","Netral",0,"malesin"
"1529","Netral",0,"torgotop"
"1530","Netral",0,"gk si orange gk si hijau ongkir   udah   ulit skrg mending ah  si biru  ongkir murah dn byk diskon cashback "
"1531","Positif",1," ue ue    lambat berat  jaringan bagus hm gb tolong diaiki yg simsaja biar enak  cepat"
"1532","Positif",1,"bagus sih aya cuman nggk tau gmna  menarik  eli"
"1533","Netral",0,"kecewa gratis ongkir  voucher  dih"
"1534","Negatif",-1,"kecewa aja dgn sistem nya"
"1535","Netral",0," coba dl"
"1536","Netral",0,"perfect"
"1537","Negatif",-1," parah  voucernya  aasi "
